UOP;Mann-Whitney U-test;p-value;;;STANFORD;Mann-Whitney U-test;p-value
B cells_stromal_eccentricity;615.0;0.9217282256946915;;;CD4 T cells memory_tumorfront_pMAPKAPK2;653.0;0.7958074945081188
CD4 T cells memory_tumorfront_aggregatedNeighbors.B.cells;616.0;0.9224688777331241;;;Tumor non-proliferating_stromal_aggregatedNeighbors.CD4.T.cells.memory;610.5;0.8042686891540947
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;632.0;0.9238068093352093;;;CD4 T cells regulatory_tumorfront_aggregatedNeighbors.B.cells;644.5;0.8113132217607344
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.non.proliferating;615.5;0.9260991553024274;;;Myeloid Monocytes_stromal_GranzymeB;609.0;0.8136077525764895
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;615.5;0.9263324828435362;;;Myeloid DCs_stromal_pERK;651.0;0.8136092864863465
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive;632.5;0.9263337147684862;;;Vessel_stromal_pERK;651.0;0.8136092864863465
CD4 T cells memory_tumorfront_cellfrequency;632.5;0.9263343307077856;;;Tumor non-proliferating_stromal_pSTAT3;650.0;0.8220112854535325
CD8 T cells_tumorfront_aggregatedNeighbors.B.cells;616.0;0.926397195614199;;;Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Vessel;610.0;0.8225447384836735
Tumor proliferating_tumorfront_aggregatedNeighbors.B.cells;618.5;0.9268909199739774;;;Tumor non-proliferating_stromal_CD36;649.0;0.8309974321044924
Myeloid Granulocytes_tumorfront_pS6;632.0;0.9306065680754663;;;Myeloid DCs_tumorfront_aggregatedNeighbors.Vessel;649.0;0.8313752531482947
Myeloid Granulocytes_stromal_E-Cadherin;632.0;0.9308999406235624;;;CD8 T cells_tumorfront_celldistance;649.0;0.831457477241888
Vessel_stromal_aggregatedNeighbors.Fibroblasts;632.0;0.9309323083947778;;;Myeloid Granulocytes_stromal_cellfrequency;649.0;0.8314783625040266
Tumor proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.naive;616.5;0.9316765976313232;;;Vessel_tumorfront_pMAPKAPK2;649.0;0.8315061974476461
Myeloid Monocytes_stromal_aggregatedNeighbors.Fibroblasts;631.5;0.935522112504371;;;Vessel_tumorfront_pERK;611.0;0.8315061974476461
Myeloid M2 macrophages_stromal_pMAPKAPK2;631.5;0.9355258883451537;;;Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages;648.5;0.8359931430760595
Myeloid DCs_tumorfront_pp38;617.0;0.9389359155621559;;;Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;612.5;0.8447000721897124
Myeloid Monocytes_tumorfront_E-Cadherin;617.0;0.9401206905681045;;;Myeloid Granulocytes_tumorfront_CD36;646.0;0.8585016059247932
Myeloid Monocytes_stromal_CD36;631.0;0.940122694852953;;;Myeloid M2 macrophages_stromal_Ki67;646.0;0.8585133439902641
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory;620.0;0.9442176252912592;;;Vessel_tumorfront_pS6;646.0;0.8585133439902641
CD4 T cells memory_stromal_Ki67;617.5;0.9447204946412081;;;Vessel_stromal_aggregatedNeighbors.Fibroblasts;614.0;0.8585133439902641
Tumor proliferating_tumorfront_aggregatedNeighbors.Fibroblasts;630.0;0.9478692685348982;;;Vessel_tumorfront_aggregatedNeighbors.Vessel;614.0;0.8585133439902641
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;618.0;0.9490296179431063;;;Myeloid DCs_stromal_aggregatedNeighbors.Fibroblasts;614.5;0.8629724177762615
B cells_stromal_aggregatedNeighbors.CD8.T.cells;618.0;0.9490813388283568;;;Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages;645.5;0.8629894908912309
CD4 T cells regulatory_stromal_pSTAT3;618.0;0.9491268948843639;;;Myeloid M2 macrophages_intratumor_cellfrequency;645.0;0.8664752331304942
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts;630.0;0.94916419400792;;;Myeloid DCs_tumorfront_aggregatedNeighbors.Fibroblasts;644.5;0.8716893682973381
Tumor non-proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating;618.0;0.9493210624518644;;;Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;644.5;0.8719365133329593
Fibroblasts_tumorfront_celldistance;618.0;0.9493210624518644;;;CD4 T cells regulatory_stromal_pSTAT1;644.5;0.8720441246351679
Myeloid DCs_tumorfront_GranzymeB;619.0;0.9577033402865096;;;Vessel_tumorfront_area;644.0;0.8766126033208463
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;619.0;0.9583991582621098;;;Myeloid DCs_tumorfront_area;616.0;0.8766126033208463
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD8.T.cells;619.0;0.9584844392231433;;;Tumor non-proliferating_stromal_pNFkB;617.0;0.8853390728367507
Tumor proliferating_tumorfront_GranzymeB;629.0;0.958519239231054;;;Myeloid M2 macrophages_stromal_pS6;643.0;0.8856871012574216
Myeloid Monocytes_stromal_pp38;629.0;0.9585261887370309;;;Myeloid DCs_stromal_cellfrequency;643.0;0.8856871012574216
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.memory;619.5;0.9627099058500341;;;Vessel_stromal_area;617.0;0.8856871012574216
CD4 T cells memory_stromal_E-Cadherin;619.5;0.9631305947363666;;;Myeloid M1 macrophages_tumorfront_eccentricity;641.0;0.9038799668928443
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.DCs;627.0;0.9658328874936212;;;CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;621.0;0.9220452212325418
CD8 T cells_intratumor_pMAPKAPK2;620.0;0.9676772098876938;;;CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Fibroblasts;622.5;0.9302748506945064
CD8 T cells_stromal_CD36;620.0;0.9677368485500212;;;Tumor non-proliferating_stromal_pCREB;622.0;0.931050963225804
Myeloid Monocytes_stromal_pMAPKAPK2;620.0;0.9677368485500212;;;Fibroblasts_stromal_aggregatedNeighbors.Myeloid.Granulocytes;622.0;0.931228955763727
Tumor non-proliferating_tumorfront_pS6;628.0;0.9677368485500212;;;Myeloid M2 macrophages_stromal_aggregatedNeighbors.Fibroblasts;638.0;0.9312588706577832
CD4 T cells naive_tumorfront_E-Cadherin;620.5;0.9723436382794879;;;Myeloid DCs_tumorfront_E-Cadherin;622.0;0.9312611701868386
Myeloid M1 macrophages_tumorfront_Ki67;620.5;0.9723436382794879;;;Vessel_stromal_eccentricity;638.0;0.9312611701868386
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;627.0;0.9747661267723006;;;Tumor non-proliferating_intratumor_Ki67;638.0;0.9312611701868386
B cells_tumorfront_E-Cadherin;627.0;0.9762117828021878;;;Tumor non-proliferating_stromal_aggregatedNeighbors.Fibroblasts;623.0;0.9368335499168713
CD4 T cells naive_stromal_pSTAT1;627.0;0.9769518145176161;;;Fibroblasts_stromal_aggregatedNeighbors.Fibroblasts;637.0;0.9404079736986405
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive;626.5;0.9815580547763083;;;B cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;635.5;0.9536928558903321
Tumor non-proliferating_stromal_aggregatedNeighbors.B.cells;622.0;0.9831213467799778;;;CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes;635.5;0.9536979957220861
B cells_tumorfront_cellfrequency;626.0;0.9857736560707004;;;Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts;635.5;0.954120648935151
CD8 T cells_tumorfront_aggregatedNeighbors.Tumor.proliferating;622.0;0.98589511528139;;;Fibroblasts_stromal_pERK;625.0;0.9587239784368091
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;626.0;0.9860551780224216;;;Fibroblasts_tumorfront_E-Cadherin;626.0;0.9678907667908735
Myeloid Granulocytes_tumorfront_VEGF;626.0;0.9861044730292188;;;Fibroblasts_tumorfront_aggregatedNeighbors.Fibroblasts;633.0;0.9770575692387256
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;626.0;0.9861160995691457;;;B cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;627.5;0.9797377315571738
Myeloid Granulocytes_stromal_pp38;626.0;0.9861559242843175;;;Myeloid M1 macrophages_tumorfront_CD36;632.0;0.9862358663545844
Tumor non-proliferating_tumorfront_GranzymeB;622.0;0.9861698575424498;;;Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.DCs;631.5;0.9908235811097245
CD4 T cells naive_stromal_CD36;626.0;0.9861698575424498;;;B cells_tumorfront_aggregatedNeighbors.Myeloid.DCs;629.0;0.9942167384614242
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory;625.0;0.9947729989297086;;;Tumor non-proliferating_stromal_pMAPKAPK2;629.0;0.9953976872003318
CD4 T cells memory_stromal_aggregatedNeighbors.CD4.T.cells.memory;623.0;0.9953875813555859;;;Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes;629.0;0.995403267204627
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Vessel;625.0;0.9953889740954005;;;Myeloid Granulocytes_tumorfront_pERK;631.0;0.9954113684507816
Fibroblasts_stromal_aggregatedNeighbors.Fibroblasts;623.0;0.9953897472947997;;;Myeloid Granulocytes_tumorfront_pSTAT1;629.0;0.9954113684507816
CD4 T cells memory_tumorfront_pMAPKAPK2;624.5;1.0;;;Fibroblasts_stromal_Ki67;629.0;0.9954117531567951
Myeloid M2 macrophages_tumorfront_E-Cadherin;624.5;1.0;;;CD4 T cells naive_intratumor_cellfrequency;;
Myeloid DCs_tumorfront_Ki67;624.5;1.0;;;CD4 T cells memory_intratumor_cellfrequency;;
CD4 T cells regulatory_tumorfront_area;624.0;1.0;;;CD4 T cells regulatory_intratumor_cellfrequency;;
